,subject,group,trial,img,estX,estY,rt,scaledX,scaledY,baseAngle,baseLen,sideLen,height,leftX,leftY,rightX,rightY,topX,topY
12,0,1,11,14,149.5,193.0,16531.0,0.5245614035087719,0.8491228070175438,60,1.0,0.9999999999999998,0.8660254037844384,0.0,0,1.0,0,0.5,0.8660254037844384
13,0,1,12,7,145.5,364.0,14683.0,0.5105263157894737,0.24912280701754386,45,0.5,0.35355339059327373,0.24999999999999994,0.25,0,0.75,0,0.5,0.24999999999999994
14,0,1,13,3,142.5,416.0,7326.0,0.5,0.06666666666666667,30,0.25,0.14433756729740643,0.0721687836487032,0.375,0,0.625,0,0.5,0.0721687836487032
15,0,1,14,4,141.5,403.0,7087.0,0.4964912280701754,0.11228070175438597,45,0.25,0.17677669529663687,0.12499999999999997,0.375,0,0.625,0,0.5,0.12499999999999997
16,0,1,15,10,143.5,337.0,11455.0,0.5035087719298246,0.34385964912280703,45,0.75,0.5303300858899106,0.37499999999999994,0.125,0,0.875,0,0.5,0.37499999999999994
17,0,1,16,13,152.5,307.0,14189.0,0.5350877192982456,0.44912280701754387,45,1.0,0.7071067811865475,0.4999999999999999,0.0,0,1.0,0,0.5,0.4999999999999999
18,0,1,17,9,142.5,400.0,16987.0,0.5,0.12280701754385964,30,0.75,0.4330127018922193,0.21650635094610962,0.125,0,0.875,0,0.5,0.21650635094610962
19,0,1,18,10,144.5,351.0,12923.0,0.5070175438596491,0.29473684210526313,45,0.75,0.5303300858899106,0.37499999999999994,0.125,0,0.875,0,0.5,0.37499999999999994
20,0,1,19,10,144.5,348.0,13393.0,0.5070175438596491,0.30526315789473685,45,0.75,0.5303300858899106,0.37499999999999994,0.125,0,0.875,0,0.5,0.37499999999999994
21,0,1,20,2,142.5,414.0,4979.0,0.5,0.07368421052631578,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
22,0,1,21,5,144.5,374.0,9119.0,0.5070175438596491,0.21403508771929824,60,0.25,0.24999999999999994,0.2165063509461096,0.375,0,0.625,0,0.5,0.2165063509461096
23,0,1,22,8,147.5,299.0,9200.0,0.5175438596491229,0.47719298245614034,60,0.5,0.4999999999999999,0.4330127018922192,0.25,0,0.75,0,0.5,0.4330127018922192
24,0,1,23,7,142.5,381.0,7550.0,0.5,0.18947368421052632,45,0.5,0.35355339059327373,0.24999999999999994,0.25,0,0.75,0,0.5,0.24999999999999994
25,0,1,24,4,144.5,404.0,4943.0,0.5070175438596491,0.10877192982456141,45,0.25,0.17677669529663687,0.12499999999999997,0.375,0,0.625,0,0.5,0.12499999999999997
26,0,1,25,14,140.5,206.0,10793.0,0.49298245614035086,0.8035087719298246,60,1.0,0.9999999999999998,0.8660254037844384,0.0,0,1.0,0,0.5,0.8660254037844384
27,0,1,26,6,142.5,406.0,4810.0,0.5,0.10175438596491228,30,0.5,0.28867513459481287,0.1443375672974064,0.25,0,0.75,0,0.5,0.1443375672974064
28,0,1,27,5,144.5,377.0,6538.0,0.5070175438596491,0.20350877192982456,60,0.25,0.24999999999999994,0.2165063509461096,0.375,0,0.625,0,0.5,0.2165063509461096
29,0,1,28,5,144.5,382.0,5757.0,0.5070175438596491,0.18596491228070175,60,0.25,0.24999999999999994,0.2165063509461096,0.375,0,0.625,0,0.5,0.2165063509461096
30,0,1,29,4,142.5,405.0,4830.0,0.5,0.10526315789473684,45,0.25,0.17677669529663687,0.12499999999999997,0.375,0,0.625,0,0.5,0.12499999999999997
31,0,1,30,10,143.5,359.0,7637.0,0.5035087719298246,0.26666666666666666,45,0.75,0.5303300858899106,0.37499999999999994,0.125,0,0.875,0,0.5,0.37499999999999994
32,0,1,31,2,141.5,416.0,7497.0,0.4964912280701754,0.06666666666666667,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
33,0,1,32,1,142.5,422.0,4644.0,0.5,0.0456140350877193,45,0.1,0.07071067811865475,0.049999999999999996,0.45,0,0.55,0,0.5,0.049999999999999996
34,0,1,33,8,144.5,309.0,11060.0,0.5070175438596491,0.4421052631578947,60,0.5,0.4999999999999999,0.4330127018922192,0.25,0,0.75,0,0.5,0.4330127018922192
35,0,1,34,13,145.5,313.0,8076.0,0.5105263157894737,0.4280701754385965,45,1.0,0.7071067811865475,0.4999999999999999,0.0,0,1.0,0,0.5,0.4999999999999999
36,0,1,35,8,145.5,325.0,6082.0,0.5105263157894737,0.38596491228070173,60,0.5,0.4999999999999999,0.4330127018922192,0.25,0,0.75,0,0.5,0.4330127018922192
37,0,1,36,13,147.5,319.0,12631.0,0.5175438596491229,0.4070175438596491,45,1.0,0.7071067811865475,0.4999999999999999,0.0,0,1.0,0,0.5,0.4999999999999999
38,0,1,37,12,149.5,380.0,10656.0,0.5245614035087719,0.19298245614035087,30,1.0,0.5773502691896257,0.2886751345948128,0.0,0,1.0,0,0.5,0.2886751345948128
39,0,1,38,8,144.5,313.0,5221.0,0.5070175438596491,0.4280701754385965,60,0.5,0.4999999999999999,0.4330127018922192,0.25,0,0.75,0,0.5,0.4330127018922192
40,0,1,39,13,147.5,330.0,4782.0,0.5175438596491229,0.3684210526315789,45,1.0,0.7071067811865475,0.4999999999999999,0.0,0,1.0,0,0.5,0.4999999999999999
41,0,1,40,13,143.5,319.0,7262.0,0.5035087719298246,0.4070175438596491,45,1.0,0.7071067811865475,0.4999999999999999,0.0,0,1.0,0,0.5,0.4999999999999999
42,0,1,41,13,139.5,304.0,6928.0,0.48947368421052634,0.45964912280701753,45,1.0,0.7071067811865475,0.4999999999999999,0.0,0,1.0,0,0.5,0.4999999999999999
43,0,1,42,2,141.5,413.0,2488.0,0.4964912280701754,0.07719298245614035,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
44,0,1,43,5,142.5,384.0,5310.0,0.5,0.17894736842105263,60,0.25,0.24999999999999994,0.2165063509461096,0.375,0,0.625,0,0.5,0.2165063509461096
45,0,1,44,0,142.5,424.0,3268.0,0.5,0.03859649122807018,30,0.1,0.057735026918962574,0.028867513459481284,0.45,0,0.55,0,0.5,0.028867513459481284
46,0,1,45,12,136.5,389.0,4503.0,0.4789473684210526,0.16140350877192983,30,1.0,0.5773502691896257,0.2886751345948128,0.0,0,1.0,0,0.5,0.2886751345948128
47,0,1,46,1,142.5,418.0,2928.0,0.5,0.05964912280701754,45,0.1,0.07071067811865475,0.049999999999999996,0.45,0,0.55,0,0.5,0.049999999999999996
48,0,1,47,12,140.5,390.0,8263.0,0.49298245614035086,0.15789473684210525,30,1.0,0.5773502691896257,0.2886751345948128,0.0,0,1.0,0,0.5,0.2886751345948128
49,0,1,48,0,144.5,425.0,2940.0,0.5070175438596491,0.03508771929824561,30,0.1,0.057735026918962574,0.028867513459481284,0.45,0,0.55,0,0.5,0.028867513459481284
50,0,1,49,6,145.5,408.0,6261.0,0.5105263157894737,0.09473684210526316,30,0.5,0.28867513459481287,0.1443375672974064,0.25,0,0.75,0,0.5,0.1443375672974064
51,0,1,50,14,142.5,211.0,7627.0,0.5,0.7859649122807018,60,1.0,0.9999999999999998,0.8660254037844384,0.0,0,1.0,0,0.5,0.8660254037844384
52,0,1,51,11,146.5,253.0,9682.0,0.5140350877192983,0.6385964912280702,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
53,0,1,52,8,145.5,324.0,7017.0,0.5105263157894737,0.3894736842105263,60,0.5,0.4999999999999999,0.4330127018922192,0.25,0,0.75,0,0.5,0.4330127018922192
54,0,1,53,13,139.5,339.0,9105.0,0.48947368421052634,0.3368421052631579,45,1.0,0.7071067811865475,0.4999999999999999,0.0,0,1.0,0,0.5,0.4999999999999999
55,0,1,54,0,143.5,425.0,2697.0,0.5035087719298246,0.03508771929824561,30,0.1,0.057735026918962574,0.028867513459481284,0.45,0,0.55,0,0.5,0.028867513459481284
56,0,1,55,9,140.5,400.0,5508.0,0.49298245614035086,0.12280701754385964,30,0.75,0.4330127018922193,0.21650635094610962,0.125,0,0.875,0,0.5,0.21650635094610962
57,0,1,56,3,143.5,416.0,2897.0,0.5035087719298246,0.06666666666666667,30,0.25,0.14433756729740643,0.0721687836487032,0.375,0,0.625,0,0.5,0.0721687836487032
58,0,1,57,1,143.5,422.0,2829.0,0.5035087719298246,0.0456140350877193,45,0.1,0.07071067811865475,0.049999999999999996,0.45,0,0.55,0,0.5,0.049999999999999996
59,0,1,58,11,142.5,299.0,4712.0,0.5,0.47719298245614034,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
60,0,1,59,11,146.5,296.0,3942.0,0.5140350877192983,0.48771929824561405,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
61,0,1,60,0,142.5,425.0,4149.0,0.5,0.03508771929824561,30,0.1,0.057735026918962574,0.028867513459481284,0.45,0,0.55,0,0.5,0.028867513459481284
62,0,1,61,14,139.5,228.0,5051.0,0.48947368421052634,0.7263157894736842,60,1.0,0.9999999999999998,0.8660254037844384,0.0,0,1.0,0,0.5,0.8660254037844384
63,0,1,62,7,146.5,376.0,4046.0,0.5140350877192983,0.20701754385964913,45,0.5,0.35355339059327373,0.24999999999999994,0.25,0,0.75,0,0.5,0.24999999999999994
64,0,1,63,3,141.5,412.0,2654.0,0.4964912280701754,0.08070175438596491,30,0.25,0.14433756729740643,0.0721687836487032,0.375,0,0.625,0,0.5,0.0721687836487032
65,0,1,64,0,141.5,425.0,1941.0,0.4964912280701754,0.03508771929824561,30,0.1,0.057735026918962574,0.028867513459481284,0.45,0,0.55,0,0.5,0.028867513459481284
66,0,1,65,13,146.5,318.0,3789.0,0.5140350877192983,0.4105263157894737,45,1.0,0.7071067811865475,0.4999999999999999,0.0,0,1.0,0,0.5,0.4999999999999999
67,0,1,66,10,139.5,352.0,4539.0,0.48947368421052634,0.2912280701754386,45,0.75,0.5303300858899106,0.37499999999999994,0.125,0,0.875,0,0.5,0.37499999999999994
68,0,1,67,8,141.5,317.0,4601.0,0.4964912280701754,0.41403508771929826,60,0.5,0.4999999999999999,0.4330127018922192,0.25,0,0.75,0,0.5,0.4330127018922192
69,0,1,68,8,142.5,325.0,4486.0,0.5,0.38596491228070173,60,0.5,0.4999999999999999,0.4330127018922192,0.25,0,0.75,0,0.5,0.4330127018922192
70,0,1,69,8,143.5,320.0,5292.0,0.5035087719298246,0.40350877192982454,60,0.5,0.4999999999999999,0.4330127018922192,0.25,0,0.75,0,0.5,0.4330127018922192
71,0,1,70,3,140.5,417.0,7547.0,0.49298245614035086,0.06315789473684211,30,0.25,0.14433756729740643,0.0721687836487032,0.375,0,0.625,0,0.5,0.0721687836487032
72,0,1,71,9,140.5,394.0,3339.0,0.49298245614035086,0.14385964912280702,30,0.75,0.4330127018922193,0.21650635094610962,0.125,0,0.875,0,0.5,0.21650635094610962
73,0,1,72,12,140.5,384.0,4455.0,0.49298245614035086,0.17894736842105263,30,1.0,0.5773502691896257,0.2886751345948128,0.0,0,1.0,0,0.5,0.2886751345948128
74,0,1,73,11,146.5,263.0,3760.0,0.5140350877192983,0.6035087719298246,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
75,0,1,74,14,146.5,159.0,8225.0,0.5140350877192983,0.968421052631579,60,1.0,0.9999999999999998,0.8660254037844384,0.0,0,1.0,0,0.5,0.8660254037844384
76,0,1,75,12,137.5,377.0,4259.0,0.4824561403508772,0.20350877192982456,30,1.0,0.5773502691896257,0.2886751345948128,0.0,0,1.0,0,0.5,0.2886751345948128
77,0,1,76,6,142.5,407.0,3974.0,0.5,0.09824561403508772,30,0.5,0.28867513459481287,0.1443375672974064,0.25,0,0.75,0,0.5,0.1443375672974064
78,0,1,77,6,140.5,407.0,4342.0,0.49298245614035086,0.09824561403508772,30,0.5,0.28867513459481287,0.1443375672974064,0.25,0,0.75,0,0.5,0.1443375672974064
79,0,1,78,4,142.5,402.0,2854.0,0.5,0.11578947368421053,45,0.25,0.17677669529663687,0.12499999999999997,0.375,0,0.625,0,0.5,0.12499999999999997
80,0,1,79,3,141.5,418.0,3249.0,0.4964912280701754,0.05964912280701754,30,0.25,0.14433756729740643,0.0721687836487032,0.375,0,0.625,0,0.5,0.0721687836487032
81,0,1,80,6,142.5,411.0,2644.0,0.5,0.08421052631578947,30,0.5,0.28867513459481287,0.1443375672974064,0.25,0,0.75,0,0.5,0.1443375672974064
82,0,1,81,6,145.5,405.0,1937.0,0.5105263157894737,0.10526315789473684,30,0.5,0.28867513459481287,0.1443375672974064,0.25,0,0.75,0,0.5,0.1443375672974064
83,0,1,82,11,146.5,271.0,5045.0,0.5140350877192983,0.5754385964912281,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
84,0,1,83,5,145.5,366.0,2396.0,0.5105263157894737,0.24210526315789474,60,0.25,0.24999999999999994,0.2165063509461096,0.375,0,0.625,0,0.5,0.2165063509461096
85,0,1,84,9,142.5,390.0,2420.0,0.5,0.15789473684210525,30,0.75,0.4330127018922193,0.21650635094610962,0.125,0,0.875,0,0.5,0.21650635094610962
86,0,1,85,10,147.5,305.0,4420.0,0.5175438596491229,0.45614035087719296,45,0.75,0.5303300858899106,0.37499999999999994,0.125,0,0.875,0,0.5,0.37499999999999994
87,0,1,86,7,140.5,360.0,2293.0,0.49298245614035086,0.2631578947368421,45,0.5,0.35355339059327373,0.24999999999999994,0.25,0,0.75,0,0.5,0.24999999999999994
88,0,1,87,12,138.5,368.0,3940.0,0.48596491228070177,0.23508771929824562,30,1.0,0.5773502691896257,0.2886751345948128,0.0,0,1.0,0,0.5,0.2886751345948128
89,0,1,88,1,142.5,423.0,1417.0,0.5,0.042105263157894736,45,0.1,0.07071067811865475,0.049999999999999996,0.45,0,0.55,0,0.5,0.049999999999999996
90,0,1,89,2,141.5,411.0,4160.0,0.4964912280701754,0.08421052631578947,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
91,0,1,90,9,145.5,397.0,2637.0,0.5105263157894737,0.13333333333333333,30,0.75,0.4330127018922193,0.21650635094610962,0.125,0,0.875,0,0.5,0.21650635094610962
92,0,1,91,9,138.5,397.0,3992.0,0.48596491228070177,0.13333333333333333,30,0.75,0.4330127018922193,0.21650635094610962,0.125,0,0.875,0,0.5,0.21650635094610962
93,0,1,92,6,146.5,405.0,2855.0,0.5140350877192983,0.10526315789473684,30,0.5,0.28867513459481287,0.1443375672974064,0.25,0,0.75,0,0.5,0.1443375672974064
94,0,1,93,2,144.5,413.0,4061.0,0.5070175438596491,0.07719298245614035,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
95,0,1,94,9,138.5,405.0,4054.0,0.48596491228070177,0.10526315789473684,30,0.75,0.4330127018922193,0.21650635094610962,0.125,0,0.875,0,0.5,0.21650635094610962
96,0,1,95,7,141.5,371.0,2220.0,0.4964912280701754,0.22456140350877193,45,0.5,0.35355339059327373,0.24999999999999994,0.25,0,0.75,0,0.5,0.24999999999999994
97,0,1,96,13,147.5,318.0,3061.0,0.5175438596491229,0.4105263157894737,45,1.0,0.7071067811865475,0.4999999999999999,0.0,0,1.0,0,0.5,0.4999999999999999
98,0,1,97,14,149.5,226.0,2787.0,0.5245614035087719,0.7333333333333333,60,1.0,0.9999999999999998,0.8660254037844384,0.0,0,1.0,0,0.5,0.8660254037844384
99,0,1,98,11,147.5,259.0,2100.0,0.5175438596491229,0.6175438596491228,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
100,0,1,99,1,143.5,423.0,1277.0,0.5035087719298246,0.042105263157894736,45,0.1,0.07071067811865475,0.049999999999999996,0.45,0,0.55,0,0.5,0.049999999999999996
101,0,1,100,3,140.5,417.0,2166.0,0.49298245614035086,0.06315789473684211,30,0.25,0.14433756729740643,0.0721687836487032,0.375,0,0.625,0,0.5,0.0721687836487032
102,0,1,101,3,143.5,418.0,1116.0,0.5035087719298246,0.05964912280701754,30,0.25,0.14433756729740643,0.0721687836487032,0.375,0,0.625,0,0.5,0.0721687836487032
103,0,1,102,0,143.5,426.0,1828.0,0.5035087719298246,0.031578947368421054,30,0.1,0.057735026918962574,0.028867513459481284,0.45,0,0.55,0,0.5,0.028867513459481284
104,0,1,103,10,141.5,366.0,2274.0,0.4964912280701754,0.24210526315789474,45,0.75,0.5303300858899106,0.37499999999999994,0.125,0,0.875,0,0.5,0.37499999999999994
105,0,1,104,4,142.5,397.0,2012.0,0.5,0.13333333333333333,45,0.25,0.17677669529663687,0.12499999999999997,0.375,0,0.625,0,0.5,0.12499999999999997
106,0,1,105,7,141.5,385.0,1514.0,0.4964912280701754,0.17543859649122806,45,0.5,0.35355339059327373,0.24999999999999994,0.25,0,0.75,0,0.5,0.24999999999999994
107,0,1,106,1,143.5,422.0,1284.0,0.5035087719298246,0.0456140350877193,45,0.1,0.07071067811865475,0.049999999999999996,0.45,0,0.55,0,0.5,0.049999999999999996
108,0,1,107,2,142.5,414.0,1825.0,0.5,0.07368421052631578,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
109,0,1,108,9,141.5,407.0,2060.0,0.4964912280701754,0.09824561403508772,30,0.75,0.4330127018922193,0.21650635094610962,0.125,0,0.875,0,0.5,0.21650635094610962
110,0,1,109,7,142.5,386.0,2567.0,0.5,0.17192982456140352,45,0.5,0.35355339059327373,0.24999999999999994,0.25,0,0.75,0,0.5,0.24999999999999994
111,0,1,110,2,141.5,414.0,1325.0,0.4964912280701754,0.07368421052631578,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
112,0,1,111,14,141.5,225.0,3038.0,0.4964912280701754,0.7368421052631579,60,1.0,0.9999999999999998,0.8660254037844384,0.0,0,1.0,0,0.5,0.8660254037844384
113,0,1,112,12,143.5,385.0,2763.0,0.5035087719298246,0.17543859649122806,30,1.0,0.5773502691896257,0.2886751345948128,0.0,0,1.0,0,0.5,0.2886751345948128
114,0,1,113,8,143.5,324.0,1970.0,0.5035087719298246,0.3894736842105263,60,0.5,0.4999999999999999,0.4330127018922192,0.25,0,0.75,0,0.5,0.4330127018922192
115,0,1,114,7,140.5,386.0,1579.0,0.49298245614035086,0.17192982456140352,45,0.5,0.35355339059327373,0.24999999999999994,0.25,0,0.75,0,0.5,0.24999999999999994
116,0,1,115,13,149.5,375.0,1352.0,0.5245614035087719,0.21052631578947367,45,1.0,0.7071067811865475,0.4999999999999999,0.0,0,1.0,0,0.5,0.4999999999999999
117,0,1,116,0,142.5,424.0,1224.0,0.5,0.03859649122807018,30,0.1,0.057735026918962574,0.028867513459481284,0.45,0,0.55,0,0.5,0.028867513459481284
118,0,1,117,9,139.5,399.0,2652.0,0.48947368421052634,0.12631578947368421,30,0.75,0.4330127018922193,0.21650635094610962,0.125,0,0.875,0,0.5,0.21650635094610962
119,0,1,118,2,141.5,414.0,2192.0,0.4964912280701754,0.07368421052631578,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
120,0,1,119,1,142.5,420.0,1940.0,0.5,0.05263157894736842,45,0.1,0.07071067811865475,0.049999999999999996,0.45,0,0.55,0,0.5,0.049999999999999996
121,0,1,120,5,144.5,392.0,2428.0,0.5070175438596491,0.15087719298245614,60,0.25,0.24999999999999994,0.2165063509461096,0.375,0,0.625,0,0.5,0.2165063509461096
122,0,1,121,8,140.5,358.0,1403.0,0.49298245614035086,0.27017543859649124,60,0.5,0.4999999999999999,0.4330127018922192,0.25,0,0.75,0,0.5,0.4330127018922192
123,0,1,122,2,142.5,410.0,3752.0,0.5,0.08771929824561403,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
124,0,1,123,4,141.5,405.0,2107.0,0.4964912280701754,0.10526315789473684,45,0.25,0.17677669529663687,0.12499999999999997,0.375,0,0.625,0,0.5,0.12499999999999997
125,0,1,124,5,142.5,383.0,2416.0,0.5,0.1824561403508772,60,0.25,0.24999999999999994,0.2165063509461096,0.375,0,0.625,0,0.5,0.2165063509461096
126,0,1,125,12,146.5,388.0,2256.0,0.5140350877192983,0.1649122807017544,30,1.0,0.5773502691896257,0.2886751345948128,0.0,0,1.0,0,0.5,0.2886751345948128
127,0,1,126,4,142.5,405.0,1333.0,0.5,0.10526315789473684,45,0.25,0.17677669529663687,0.12499999999999997,0.375,0,0.625,0,0.5,0.12499999999999997
128,0,1,127,11,149.5,348.0,1445.0,0.5245614035087719,0.30526315789473685,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
129,0,1,128,14,148.5,276.0,2547.0,0.5210526315789473,0.5578947368421052,60,1.0,0.9999999999999998,0.8660254037844384,0.0,0,1.0,0,0.5,0.8660254037844384
130,0,1,129,7,138.5,377.0,1180.0,0.48596491228070177,0.20350877192982456,45,0.5,0.35355339059327373,0.24999999999999994,0.25,0,0.75,0,0.5,0.24999999999999994
131,0,1,130,2,143.5,417.0,2039.0,0.5035087719298246,0.06315789473684211,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
132,0,1,131,0,143.5,423.0,1292.0,0.5035087719298246,0.042105263157894736,30,0.1,0.057735026918962574,0.028867513459481284,0.45,0,0.55,0,0.5,0.028867513459481284
133,0,1,132,14,142.5,262.0,2740.0,0.5,0.6070175438596491,60,1.0,0.9999999999999998,0.8660254037844384,0.0,0,1.0,0,0.5,0.8660254037844384
134,0,1,133,11,145.5,299.0,3465.0,0.5105263157894737,0.47719298245614034,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
135,0,1,134,1,144.5,421.0,1184.0,0.5070175438596491,0.04912280701754386,45,0.1,0.07071067811865475,0.049999999999999996,0.45,0,0.55,0,0.5,0.049999999999999996
136,0,1,135,5,141.5,381.0,2570.0,0.4964912280701754,0.18947368421052632,60,0.25,0.24999999999999994,0.2165063509461096,0.375,0,0.625,0,0.5,0.2165063509461096
137,0,1,136,10,141.5,363.0,2637.0,0.4964912280701754,0.25263157894736843,45,0.75,0.5303300858899106,0.37499999999999994,0.125,0,0.875,0,0.5,0.37499999999999994
138,0,1,137,3,141.5,418.0,2700.0,0.4964912280701754,0.05964912280701754,30,0.25,0.14433756729740643,0.0721687836487032,0.375,0,0.625,0,0.5,0.0721687836487032
139,0,1,138,9,139.5,394.0,3493.0,0.48947368421052634,0.14385964912280702,30,0.75,0.4330127018922193,0.21650635094610962,0.125,0,0.875,0,0.5,0.21650635094610962
140,0,1,139,5,147.5,376.0,2229.0,0.5175438596491229,0.20701754385964913,60,0.25,0.24999999999999994,0.2165063509461096,0.375,0,0.625,0,0.5,0.2165063509461096
141,0,1,140,11,148.5,310.0,2957.0,0.5210526315789473,0.43859649122807015,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
142,0,1,141,10,135.5,378.0,1020.0,0.47543859649122805,0.2,45,0.75,0.5303300858899106,0.37499999999999994,0.125,0,0.875,0,0.5,0.37499999999999994
143,0,1,142,1,144.5,420.0,1243.0,0.5070175438596491,0.05263157894736842,45,0.1,0.07071067811865475,0.049999999999999996,0.45,0,0.55,0,0.5,0.049999999999999996
144,0,1,143,12,140.5,407.0,1234.0,0.49298245614035086,0.09824561403508772,30,1.0,0.5773502691896257,0.2886751345948128,0.0,0,1.0,0,0.5,0.2886751345948128
145,0,1,144,4,143.5,404.0,2058.0,0.5035087719298246,0.10877192982456141,45,0.25,0.17677669529663687,0.12499999999999997,0.375,0,0.625,0,0.5,0.12499999999999997
146,0,1,145,0,144.5,423.0,1362.0,0.5070175438596491,0.042105263157894736,30,0.1,0.057735026918962574,0.028867513459481284,0.45,0,0.55,0,0.5,0.028867513459481284
147,0,1,146,11,139.5,299.0,2003.0,0.48947368421052634,0.47719298245614034,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
148,0,1,147,12,142.5,390.0,1776.0,0.5,0.15789473684210525,30,1.0,0.5773502691896257,0.2886751345948128,0.0,0,1.0,0,0.5,0.2886751345948128
149,0,1,148,4,143.5,384.0,1237.0,0.5035087719298246,0.17894736842105263,45,0.25,0.17677669529663687,0.12499999999999997,0.375,0,0.625,0,0.5,0.12499999999999997
150,0,1,149,6,137.5,404.0,2077.0,0.4824561403508772,0.10877192982456141,30,0.5,0.28867513459481287,0.1443375672974064,0.25,0,0.75,0,0.5,0.1443375672974064
151,1,1,practice,practice,142.5,295.0,6729.0,0.5,0.49122807017543857,56,0.66,0.5901362444905621,0.4892451196092042,0.16999999999999998,0,0.8300000000000001,0,0.5,0.4892451196092042
152,1,1,0,2,142.5,412.0,6292.0,0.5,0.08070175438596491,60,0.1,0.09999999999999998,0.08660254037844384,0.45,0,0.55,0,0.5,0.08660254037844384
153,1,1,1,0,142.5,425.0,5204.0,0.5,0.03508771929824561,30,0.1,0.057735026918962574,0.028867513459481284,0.45,0,0.55,0,0.5,0.028867513459481284
154,1,1,2,11,138.5,245.0,3880.0,0.48596491228070177,0.6666666666666666,60,0.75,0.7499999999999999,0.6495190528383289,0.125,0,0.875,0,0.5,0.6495190528383289
